,Demand,DemandCharge,EnergyCharge,FacilityCharge,TotalCharge,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge
month,entire year,entire year,entire year,entire year,entire year,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12
CustomerID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2WW75,204859.20,5714.82,15637.91,10220.45,31573.18,15002.40,14354.40,17886.40,16619.20,17836.80,17615.20,19488.00,20145.60,17937.60,18180.00,15834.40,13959.20,0,0,0,0,0,1484.96,1397.70,1409.95,1422.21,0,0,0,1076.53,1029.87,1291.16,1191.10,1284.87,1500.23,1615.86,1718.43,1490.39,1305.95,1134.11,999.42,813.57,762.72,864.42,813.57,762.72,915.26,864.42,864.42,915.26,1067.81,762.72,813.57,1890.09,1792.59,2155.58,2004.67,2047.59,3900.45,3877.98,3992.79,3827.86,2373.76,1896.83,1812.99
Q306VA,440772.80,13756.35,33633.03,23695.17,71084.55,33065.60,29913.60,35892.80,34576.00,35608.00,36145.60,39955.20,42836.80,40187.20,42120.00,36899.20,33572.80,0,0,0,0,0,3095.42,3245.44,3619.01,3796.48,0,0,0,2359.35,2136.36,2581.13,2471.97,2559.01,3109.78,3336.53,3691.58,3345.54,3021.39,2634.62,2385.78,1627.14,1627.14,1728.83,1830.53,1830.53,1932.22,2033.92,2237.31,2440.70,2644.10,2033.92,1728.83,3986.49,3763.49,4309.96,4302.50,4389.54,8137.42,8615.89,9547.90,9582.73,5665.49,4668.54,4114.61
Q3YY5G,274245.60,6001.12,20205.15,10703.50,36909.78,24134.00,22174.80,24503.20,23188.80,23986.80,23407.60,23679.60,23516.40,21810.40,21919.60,20561.60,21362.80,0,0,0,0,0,1584.48,1540.85,1453.58,1422.21,0,0,0,1697.50,1557.66,1732.47,1626.65,1695.76,1894.59,1871.15,1908.20,1721.56,1549.41,1450.81,1499.40,889.84,889.84,889.84,864.42,889.84,966.11,966.11,889.84,915.26,864.42,864.42,813.57,2587.34,2447.50,2622.31,2491.06,2585.60,4445.18,4378.11,4251.63,4059.03,2413.82,2315.23,2312.96
Q4JWIL,496733.40,14867.24,37190.83,25284.17,77342.24,40728.48,36155.64,41238.84,39045.36,40421.28,41330.76,47677.44,49108.92,41474.76,43059.72,37701.72,38790.48,0,0,0,0,0,3661.34,3531.18,3860.19,3814.52,0,0,0,2852.60,2537.97,2933.50,2763.39,2874.29,3430.09,3858.40,4107.86,3371.02,3061.56,2670.46,2729.68,1639.85,1716.12,2021.21,1876.29,2105.11,2387.31,2303.41,2524.60,2471.21,2501.72,1853.41,1883.92,4492.45,4254.09,4954.71,4639.69,4979.40,9478.75,9693.00,10492.65,9656.76,5563.28,4523.87,4613.60
Q4N6ZX,533034.40,18034.24,41196.89,29135.90,88367.04,35800.80,35479.20,43843.20,40288.00,44940.00,49627.20,55656.00,57716.00,47933.60,45700.80,39108.80,36940.80,0,0,0,0,0,4266.62,4614.21,4701.47,4451.94,0,0,0,2579.99,2558.23,3173.68,2886.26,3236.31,4258.50,4607.49,5042.27,4049.66,3310.61,2824.96,2668.93,2135.62,2237.31,2339.01,2237.31,2389.86,2593.25,2796.64,2796.64,2644.10,2440.70,2339.01,2186.46,4715.61,4795.54,5512.69,5123.58,5626.17,11118.37,12018.34,12540.38,11145.69,5751.31,5163.97,4855.40
Q699M6,433210.93,11219.81,32053.32,19220.54,62493.67,37755.20,31424.00,35753.60,34864.80,36404.80,35550.93,39332.80,38944.80,38908.00,36991.20,32398.40,34882.40,0,0,0,0,0,2458.59,2819.90,2870.40,3070.91,0,0,0,2639.27,2199.53,2521.93,2444.53,2570.04,2863.94,3151.37,3233.59,3110.49,2615.84,2277.04,2425.76,1525.44,1474.59,1474.59,1474.59,1627.14,1525.44,1728.83,1779.68,1932.22,1830.53,1423.74,1423.74,4164.71,3674.12,3996.53,3919.12,4197.18,6847.97,7700.11,7883.67,8113.63,4446.36,3700.78,3849.50
Q6XX5L,435771.36,17129.46,34090.39,27991.82,79211.67,27864.84,26619.84,34705.68,32580.12,35878.44,41517.96,44852.52,47170.92,40243.20,39940.80,32951.40,31445.64,0,0,0,0,0,4024.25,4249.93,4642.33,4212.95,0,0,0,2003.66,1921.88,2523.20,2352.54,2603.71,3651.06,3844.50,4190.46,3471.45,2892.74,2378.56,2256.63,1616.97,1853.41,2158.50,2280.53,2303.41,2539.86,2715.28,2997.49,2707.66,2684.77,2135.62,1998.33,3620.62,3775.29,4681.70,4633.07,4907.13,10215.17,10809.71,11830.28,10392.05,5577.52,4514.17,4254.96
Q7L5MC,258970.40,8491.58,20012.19,15305.25,43809.03,18162.40,16241.60,20319.20,19813.60,21220.80,22437.60,27461.60,28134.40,23526.40,24567.20,19383.20,17702.40,0,0,0,0,0,1973.25,2072.77,2222.78,2222.78,0,0,0,1311.40,1174.64,1481.07,1427.95,1536.25,1942.62,2259.08,2407.65,2003.92,1778.19,1409.01,1280.41,1118.66,1118.66,1118.66,1118.66,1118.66,1271.20,1322.05,1423.74,1525.44,1627.14,1271.20,1271.20,2430.05,2293.30,2599.73,2546.61,2654.91,5187.07,5653.90,6054.18,5752.14,3405.32,2680.21,2551.61
Q7XRF9,276936.53,6505.58,20590.79,11542.50,38638.87,17036.00,19059.20,22652.80,22161.20,24223.60,25796.80,27474.13,27334.40,24683.60,25502.40,21736.80,19275.60,0,0,0,0,0,1677.87,1640.37,1615.12,1572.22,0,0,0,1223.43,1351.37,1614.76,1564.42,1721.42,2098.87,2155.88,2210.01,1941.72,1805.91,1540.58,1362.41,864.42,889.84,940.69,940.69,940.69,1016.96,991.54,991.54,966.11,1169.50,915.26,915.26,2087.85,2241.21,2555.45,2505.11,2662.11,4793.70,4787.79,4816.67,4480.05,2975.42,2455.84,2277.68
Q8FB83,318000.71,9095.79,24188.70,17695.63,50980.12,24948.80,23641.60,27579.20,26603.97,28230.39,27787.97,26100.78,27825.60,27030.39,28285.60,25315.22,24651.20,0,0,0,0,0,2261.61,2110.85,2324.12,2399.22,0,0,0,1792.10,1703.05,1985.76,1904.00,2022.72,2348.88,2175.05,2385.32,2247.76,2028.54,1824.51,1771.01,1322.10,1372.90,1373.24,1474.45,1423.42,1474.94,1372.74,1525.67,1576.59,1728.71,1525.43,1525.44,3114.20,3075.95,3359.00,3378.44,3446.14,6085.43,5658.64,6235.11,6223.57,3757.25,3349.94,3296.45
Q8WKEQ,223883.20,8415.10,17697.91,16220.51,42333.53,18870.40,15436.00,18677.60,16320.00,17766.40,18517.60,20080.80,21487.20,20191.20,21428.80,18232.00,16875.20,0,0,0,0,0,1985.50,2085.02,2247.30,2097.28,0,0,0,1371.07,1130.44,1371.99,1190.14,1300.13,1676.83,1775.05,1961.53,1794.15,1570.38,1331.88,1224.34,1372.90,1372.90,1220.35,1271.20,1220.35,1271.20,1423.74,1474.59,1423.74,1728.83,1271.20,1169.50,2743.96,2503.33,2592.34,2461.34,2520.48,4933.53,5283.82,5683.41,5315.18,3299.21,2603.08,2393.85
Q8XVNU,453243.20,17603.58,35285.55,29390.14,82279.27,32984.40,30455.20,36936.00,34204.00,37392.00,41306.80,44492.40,47186.80,40774.40,39782.00,34916.40,32812.80,0,0,0,0,0,4297.76,4341.39,4560.29,4404.14,0,0,0,2385.34,2201.55,2690.13,2471.53,2707.24,3627.31,3824.16,4144.02,3467.00,2874.72,2527.31,2365.24,2084.77,2033.92,2262.74,2237.31,2339.01,2822.06,2847.49,3000.03,2898.34,2491.55,2288.16,2084.77,4470.10,4235.47,4952.86,4708.84,5046.25,10747.14,11013.04,11704.34,10769.48,5366.27,4815.47,4450.01
Q8Y0FH,300269.60,13413.92,22831.67,23695.17,59940.76,18928.40,19316.00,23285.60,21962.40,23953.20,27795.60,34642.00,36062.80,28830.40,27260.00,20044.80,18188.40,0,0,0,0,0,3004.24,3357.22,3567.54,3484.93,0,0,0,1349.48,1385.12,1675.19,1566.30,1710.32,2308.17,2807.49,2988.30,2361.81,1952.72,1433.39,1293.37,1194.93,1449.17,1627.14,1474.59,1881.38,2288.16,2669.52,2796.64,2720.37,3076.30,1322.05,1194.93,2544.41,2834.29,3302.33,3040.89,3591.70,7600.57,8834.23,9352.47,8567.11,5029.03,2755.44,2488.30
Q9JIYX,385342.40,7506.18,27843.05,12457.76,47806.98,24575.20,22635.20,30036.00,30162.40,32095.20,36742.40,40670.40,40298.40,37144.00,35332.00,28006.40,27644.80,0,0,0,0,0,1820.29,1883.04,1895.30,1907.55,0,0,0,1700.52,1571.42,2105.90,2100.93,2247.39,2841.46,3038.24,3120.00,2791.34,2463.83,1949.19,1912.84,813.57,915.26,1118.66,1016.96,1067.81,1067.81,1118.66,1169.50,1118.66,1118.66,1016.96,915.26,2514.08,2486.68,3224.56,3117.89,3315.19,5729.55,6039.94,6184.80,5817.54,3582.48,2966.15,2828.11
QAB7P5,305693.60,9745.63,23179.77,16474.75,49400.15,20935.20,20085.60,24070.40,24641.60,24984.00,26726.40,30801.60,32663.20,28536.80,28723.20,22021.60,21504.00,0,0,0,0,0,2308.58,2270.34,2470.85,2695.87,0,0,0,1479.25,1421.19,1720.74,1749.66,1786.29,2255.89,2501.48,2744.47,2365.22,2063.08,1571.92,1520.57,1118.66,1067.81,1271.20,1220.35,1271.20,1423.74,1474.59,1525.44,1677.98,1983.07,1271.20,1169.50,2597.91,2489.00,2991.94,2970.01,3057.49,5988.21,6246.41,6740.76,6739.08,4046.15,2843.12,2690.07
QBA8N6,333609.60,15185.92,26027.65,31525.76,72739.33,24217.60,25572.80,27371.20,20201.60,27766.40,33081.60,25241.60,32923.20,28003.20,31304.00,28070.40,29856.00,0,0,0,0,0,3643.52,3698.43,3971.01,3872.96,0,0,0,1775.31,1869.20,1989.13,1465.80,2020.93,2892.75,2190.22,2892.70,2416.00,2273.98,2062.33,2179.29,2745.79,2949.18,2440.70,2542.40,2745.79,2339.01,2542.40,2644.10,2542.40,2542.40,2745.79,2745.79,4521.10,4818.39,4429.84,4008.20,4766.72,8875.27,8431.05,9507.81,8831.36,4816.38,4808.12,4925.08
QBH8JA,214292.80,8779.60,16630.76,13906.93,39317.29,14432.40,13912.40,17536.80,16469.60,17943.20,19170.80,20829.20,22049.20,19956.00,19498.40,16870.80,15624.00,0,0,0,0,0,2159.30,2059.04,2376.72,2184.54,0,0,0,1033.89,996.78,1266.45,1179.80,1295.82,1682.61,1792.64,1959.08,1692.75,1408.00,1209.54,1113.39,813.57,864.42,1067.81,1067.81,1169.50,1347.47,1322.05,1449.17,1398.32,1423.74,1067.81,915.26,1847.46,1861.20,2334.25,2247.61,2465.33,5189.38,5173.73,5784.97,5275.61,2831.75,2277.35,2028.65
QCSTR4,571430.40,17227.25,42802.07,26161.30,86190.61,39771.48,36950.04,44793.24,43667.04,49284.48,56089.68,59691.24,59402.28,51208.80,49335.12,41466.60,39770.40,0,0,0,0,0,4059.76,4278.10,4539.89,4349.50,0,0,0,2803.19,2614.63,3196.78,3087.16,3502.17,4583.91,4750.81,4910.88,4099.03,3508.89,2940.12,2804.50,1578.83,1647.48,1983.07,1830.53,2288.16,2951.73,2982.24,2761.05,2661.89,2166.12,1723.75,1586.46,4382.02,4262.10,5179.85,4917.68,5790.33,11595.40,12011.15,12211.82,11110.42,5675.01,4663.87,4390.95
QDQKSL,522107.20,12972.93,38930.26,21203.62,73106.80,37701.60,34519.20,41830.40,42909.60,45143.20,46500.80,52574.40,53391.20,45400.80,44915.20,38243.20,38977.60,0,0,0,0,0,3193.47,3292.99,3280.74,3205.73,0,0,0,2673.50,2452.85,2995.87,3038.08,3214.83,3819.17,4167.08,4353.50,3592.74,3176.90,2699.85,2745.89,1576.29,1627.14,1728.83,1728.83,1830.53,1932.22,1983.07,1983.07,1932.22,1728.83,1677.98,1474.59,4249.79,4079.99,4724.70,4766.91,5045.36,8944.87,9443.14,9617.31,8730.69,4905.73,4377.84,4220.48
QGMHHL,905846.40,13073.92,66076.88,19220.54,98371.35,65219.20,55849.60,60163.20,58441.60,66960.00,81894.40,104480.00,101945.60,87769.60,77910.40,75084.80,70128.00,0,0,0,0,0,2994.43,3368.00,3368.00,3343.49,0,0,0,4530.91,3879.25,4187.44,4053.41,4685.11,6455.41,8002.41,8057.95,6662.50,5446.34,5244.06,4872.09,1220.35,1220.35,1423.74,1423.74,1627.14,1830.53,2033.92,2033.92,2033.92,1627.14,1423.74,1322.05,5751.26,5099.60,5611.19,5477.16,6312.24,11280.37,13404.33,13459.87,12039.91,7073.47,6667.80,6194.14
QGT3NL,418701.60,12889.60,32296.74,24661.28,69847.62,29580.00,27112.80,32951.20,32653.60,35220.80,35617.60,37267.20,40036.00,37384.80,40696.00,34535.20,35646.40,0,0,0,0,0,3122.88,3272.90,3309.66,3184.16,0,0,0,2130.66,1953.36,2384.05,2349.72,2541.53,3085.77,3166.92,3490.28,3185.12,2943.40,2491.41,2574.51,1728.83,1677.98,1779.68,2084.77,2033.92,2033.92,2135.62,2135.62,2135.62,2644.10,2033.92,2237.31,3859.50,3631.35,4163.73,4434.49,4575.45,8242.57,8575.44,8935.56,8504.89,5587.50,4525.33,4811.82
QHBTM0,582600.96,17797.08,43167.87,30478.29,91443.24,25317.12,26356.20,36348.84,33789.60,41292.36,47899.44,60281.40,58326.00,67005.60,64323.84,59163.60,62496.96,0,0,0,0,0,4778.52,3777.09,4656.81,4584.67,0,0,0,1782.29,1864.88,2593.97,2387.02,2935.97,3835.66,4621.79,4717.04,5283.71,4551.30,4198.42,4395.81,1914.43,1990.70,1990.70,2089.85,2776.30,2875.45,2326.30,2799.18,2783.93,3043.25,3066.13,2822.06,3696.72,3855.58,4584.67,4476.88,5712.27,11489.63,10725.17,12173.03,12652.31,7594.55,7264.56,7217.87
QHTYNU,231785.60,4974.05,17144.42,8389.92,30508.39,15350.80,14611.60,18679.60,18717.20,19542.80,20483.60,23052.00,23429.60,21818.40,21343.20,17957.20,16799.60,0,0,0,0,0,1171.94,1259.20,1271.46,1271.46,0,0,0,1075.14,1026.42,1325.75,1315.68,1385.57,1649.28,1805.90,1896.99,1707.61,1509.19,1268.42,1178.47,661.02,635.60,686.45,711.87,686.45,711.87,762.72,762.72,762.72,737.30,661.02,610.18,1736.17,1662.02,2012.20,2027.55,2072.02,3533.09,3827.82,3931.16,3741.78,2246.49,1929.45,1788.65
QI93Z7,230596.68,10660.02,18036.88,15483.22,44180.12,15807.96,14855.88,17956.92,16863.48,19079.40,21398.16,24627.60,25646.40,21491.88,20311.32,16426.80,16130.88,0,0,0,0,0,2638.15,2481.88,3009.95,2530.05,0,0,0,1136.56,1067.36,1297.62,1210.20,1378.92,1888.58,2111.03,2289.13,1840.81,1475.16,1185.54,1155.96,961.03,900.01,1136.45,991.54,1182.22,1716.12,1594.08,1922.05,1601.71,1479.68,1044.93,953.40,2097.59,1967.37,2434.07,2201.74,2561.13,6242.85,6186.99,7221.14,5972.57,2954.84,2230.47,2109.36
QJKC27,324132.00,10088.32,24762.03,17796.80,52647.15,26373.60,25888.00,29791.20,24460.80,25852.00,27557.60,30127.20,31768.80,27616.00,27778.40,23739.20,23179.20,0,0,0,0,0,2346.82,2421.82,2697.34,2622.34,0,0,0,1873.12,1835.41,2130.35,1746.68,1858.09,2368.53,2520.97,2743.88,2322.88,2003.11,1702.69,1656.32,1322.05,1322.05,1423.74,1372.90,1372.90,1525.44,1576.29,1728.83,1677.98,1728.83,1423.74,1322.05,3195.16,3157.46,3554.10,3119.58,3230.99,6240.78,6519.08,7170.05,6623.20,3731.94,3126.43,2978.37
QLEFHU,438237.33,14083.84,33620.87,23949.41,71654.12,35524.00,33029.60,39112.80,35041.60,35874.93,37268.00,40561.60,42445.60,37725.60,37016.00,32050.40,32587.20,0,0,0,0,0,3370.94,3670.98,3520.96,3520.96,0,0,0,2537.91,2362.05,2816.95,2506.58,2584.87,3233.84,3414.76,3693.17,3187.34,2668.32,2297.61,2317.47,1881.38,1830.53,2033.92,1779.68,1830.53,2135.62,2339.01,2237.31,2237.31,2186.46,1627.14,1830.53,4419.29,4192.58,4850.87,4286.26,4415.40,8740.40,9424.75,9451.44,8945.62,4854.79,3924.75,4148.00
QNA3HD,283607.12,10177.06,21700.86,17288.32,49166.24,22213.60,19680.80,22540.80,19485.60,20791.92,24160.00,30091.20,31097.60,26589.60,26384.00,21055.20,19516.80,0,0,0,0,0,2409.57,2496.83,2672.83,2597.82,0,0,0,1584.67,1402.49,1623.26,1392.49,1497.21,2081.83,2490.45,2663.97,2197.84,1883.28,1498.07,1385.29,1423.74,1372.90,1423.74,1322.05,1372.90,1525.44,1576.29,1728.83,1677.98,1576.29,1118.66,1169.50,3008.41,2775.38,3047.00,2714.54,2870.11,6016.84,6563.57,7065.64,6473.65,3459.57,2616.73,2554.80
QNMWJI,372377.60,12602.30,28305.55,20745.98,61653.84,31272.00,27409.60,29998.40,28878.40,29948.80,30859.20,36208.00,37224.00,33384.00,33529.60,26196.80,27468.80,0,0,0,0,0,2994.43,2969.92,3294.46,3343.49,0,0,0,2207.24,1936.62,2148.55,2055.14,2144.33,2654.65,2994.79,3185.07,2772.72,2404.86,1865.07,1936.51,1627.14,1322.05,1423.74,1627.14,1627.14,1830.53,1830.53,2033.92,2033.92,2440.70,1525.44,1423.74,3834.38,3258.66,3572.30,3682.28,3771.47,7479.61,7795.23,8513.45,8150.13,4845.57,3390.51,3360.26
QNPLBX,230859.20,6875.23,17176.88,11542.50,35594.60,17113.60,15852.00,19283.20,18282.40,22173.60,21775.20,25026.40,24876.80,18215.20,18080.00,14784.80,15396.00,0,0,0,0,0,1722.24,1896.77,1696.26,1559.97,0,0,0,1203.94,1115.08,1370.19,1289.06,1575.15,1775.81,1967.74,2008.22,1463.09,1285.08,1042.89,1080.64,762.72,864.42,915.26,915.26,1067.81,1067.81,1169.50,1016.96,966.11,1220.35,813.57,762.72,1966.66,1979.49,2285.45,2204.32,2642.96,4565.86,5034.01,4721.43,3989.17,2505.43,1856.45,1843.36
QPUD0V,553601.40,15180.49,41023.71,22500.24,78704.44,39822.60,39155.04,44415.24,41997.00,44774.64,47303.40,50988.36,63773.88,53094.96,46406.28,39695.40,42174.60,0,0,0,0,0,3179.08,3145.99,4821.39,4034.03,0,0,0,2800.88,2756.97,3147.41,2953.55,3172.29,3830.59,3994.77,5156.42,4160.29,3283.41,2804.41,2962.70,1533.07,1601.71,1586.46,1693.24,1754.26,1922.05,1922.05,2959.35,2433.08,1929.68,1533.07,1632.22,4333.95,4358.68,4733.87,4646.79,4926.55,8931.73,9062.82,12937.16,10627.40,5213.09,4337.48,4594.92
QQ22QC,383813.87,8916.86,28117.22,15051.01,52085.09,30941.60,29144.40,36202.80,26087.07,29548.40,32138.80,31334.80,35854.80,34472.40,30814.00,35213.20,32061.60,0,0,0,0,0,1976.43,2088.94,2394.37,2457.12,0,0,0,2157.94,2034.17,2541.95,1822.60,2085.92,2553.08,2443.31,2908.80,2703.10,2168.96,2458.15,2239.25,1194.93,1093.23,1296.62,1042.38,1118.66,1169.50,1245.78,1423.74,1474.59,1372.90,1347.47,1271.20,3352.87,3127.41,3838.57,2864.98,3204.57,5699.01,5778.03,6726.91,6634.82,3541.86,3805.62,3510.45
QQIQD0,202778.80,5923.66,15127.24,9457.73,30508.63,17428.00,14554.40,15389.60,14582.80,16236.40,16623.60,19805.20,21100.80,18208.80,18016.80,14707.60,16124.80,0,0,0,0,0,1292.05,1566.83,1566.83,1497.95,0,0,0,1226.26,1022.86,1090.33,1028.56,1152.60,1372.60,1593.14,1743.33,1457.07,1277.54,1036.60,1126.35,711.87,635.60,635.60,686.45,788.14,813.57,991.54,991.54,940.69,991.54,661.02,610.18,1938.13,1658.46,1725.93,1715.01,1940.75,3478.21,4151.51,4301.69,3895.71,2269.08,1697.62,1736.53
QQN8FB,285867.96,8682.78,21873.32,16601.87,47157.97,20727.20,17841.20,25470.40,25518.04,23996.80,24912.80,28342.00,29159.20,25956.88,25903.20,20303.88,17736.36,0,0,0,0,0,2130.13,2142.38,2236.51,2173.76,0,0,0,1473.21,1268.89,1831.08,1807.96,1727.27,2128.48,2354.86,2511.27,2162.27,1863.33,1467.49,1277.20,1271.20,1271.20,1296.62,1423.74,1347.47,1398.32,1449.17,1474.59,1449.17,1576.29,1474.59,1169.50,2744.41,2540.09,3127.71,3231.71,3074.74,5656.93,5946.41,6222.37,5785.20,3439.62,2942.08,2446.70
QRAXTZ,432623.60,16469.14,33680.85,25398.58,75548.56,29880.40,27351.20,34301.60,32520.40,35243.20,38877.60,42982.40,47046.00,40796.80,40154.00,32670.80,30799.20,0,0,0,0,0,3886.93,3786.67,4388.94,4406.59,0,0,0,2129.65,1954.67,2473.21,2332.21,2547.42,3422.74,3692.75,4169.34,3507.74,2906.79,2349.72,2194.59,1576.29,1525.44,1932.22,1805.10,1957.65,2389.86,2364.43,2796.64,2771.22,2618.67,1957.65,1703.41,3705.94,3480.11,4405.43,4137.32,4505.07,9699.53,9843.86,11354.92,10685.55,5525.46,4307.37,3898.00
QRGZN6,343721.60,10538.85,26253.38,17440.86,54233.09,24545.60,21960.00,26163.20,24696.00,26339.20,28352.00,30694.40,36435.20,33448.80,34565.60,29463.20,27058.40,0,0,0,0,0,2057.57,2418.88,3043.46,3018.94,0,0,0,1741.98,1559.86,1876.56,1758.36,1889.68,2407.14,2536.90,3147.34,2794.38,2493.46,2115.43,1932.29,1118.66,1067.81,1118.66,1169.50,1220.35,1220.35,1677.98,1830.53,1830.53,1932.22,1627.14,1627.14,2860.63,2627.67,2995.22,2927.86,3110.03,5685.06,6633.76,8021.32,7643.85,4425.68,3742.57,3559.43
QRKITU,407724.27,18122.50,31936.94,26847.74,76907.18,24486.40,22134.40,30395.20,30195.20,32972.80,40748.80,46691.20,49968.00,41648.00,36675.20,27173.87,24635.20,0,0,0,0,0,4268.10,4344.58,4941.70,4568.13,0,0,0,1751.21,1588.55,2199.94,2164.00,2385.53,3583.64,3963.18,4395.12,3533.50,2650.07,1957.27,1764.92,1728.83,1525.44,2033.92,1932.22,2237.31,2644.10,2745.79,3050.88,2847.49,2644.10,1830.53,1627.14,3480.04,3113.99,4233.86,4096.23,4622.85,10495.83,11053.55,12387.69,10949.12,5294.17,3787.80,3392.05
QRRM0H,540459.20,12470.91,39549.84,19423.94,71444.69,38420.80,35774.40,41467.20,41816.00,45017.60,50987.20,57646.40,57065.60,48409.60,46180.80,39206.40,38467.20,0,0,0,0,0,3092.48,3067.97,3242.50,3067.97,0,0,0,2680.48,2500.25,2916.42,2916.48,3165.61,4036.49,4423.25,4529.56,3710.60,3242.65,2747.70,2680.35,1220.35,1423.74,1525.44,1627.14,1830.53,1830.53,1830.53,1932.22,1830.53,1627.14,1525.44,1220.35,3900.83,3923.99,4441.86,4543.61,4996.14,8959.50,9321.75,9704.28,8609.10,4869.79,4273.14,3900.70
QRV58F,481152.80,10988.90,35571.93,18000.19,64561.01,35059.20,31391.20,34052.00,36111.20,39257.60,40962.40,47109.60,48408.00,44280.00,45039.20,39422.40,40060.00,0,0,0,0,0,2631.65,2706.66,2868.93,2781.66,0,0,0,2464.37,2204.24,2408.36,2537.15,2784.88,3336.27,3658.15,3926.49,3478.01,3187.22,2780.45,2806.35,1169.50,1169.50,1169.50,1474.59,1474.59,1576.29,1627.14,1728.83,1677.98,1779.68,1576.29,1576.29,3633.87,3373.74,3577.86,4011.74,4259.47,7544.20,7991.94,8524.25,7937.66,4966.90,4356.74,4382.64
QT8S1K,400617.60,13800.48,31072.72,26339.26,71212.47,32611.20,29238.40,33300.00,31184.80,38390.40,35312.80,35015.20,37508.80,33192.00,33844.00,30661.60,30358.40,0,0,0,0,0,3567.04,3260.64,3448.90,3523.90,0,0,0,2353.70,2106.66,2402.12,2230.71,2731.16,3045.72,3053.31,3355.09,2922.69,2459.86,2216.30,2195.38,2084.77,2135.62,2135.62,2186.46,2135.62,2186.46,2237.31,2288.16,2339.01,2389.86,2186.46,2033.92,4438.47,4242.27,4537.73,4417.18,4866.78,8799.23,8551.27,9092.15,8785.60,4849.72,4402.77,4229.30
QT8UL0,351268.80,14567.71,27507.29,24559.58,66634.59,23474.40,22807.20,29899.20,26964.00,29059.20,30168.00,35553.60,38032.80,32968.80,33367.20,25747.20,23227.20,0,0,0,0,0,3370.94,3632.74,3706.27,3857.76,0,0,0,1691.81,1644.19,2161.88,1936.66,2097.11,2666.75,3083.80,3382.13,2860.98,2432.68,1870.48,1678.82,1830.53,1525.44,1830.53,1677.98,1830.53,2135.62,2288.16,2440.70,2440.70,2898.34,1830.53,1830.53,3522.34,3169.63,3992.41,3614.65,3927.64,8173.31,9004.70,9529.11,9159.44,5331.02,3701.01,3509.35
QW3YS0,587512.80,16637.06,44762.42,30356.26,91755.73,44121.60,40152.00,46668.80,44669.60,48633.60,50414.40,56020.80,62433.60,52578.40,52944.00,45930.40,42945.60,0,0,0,0,0,3897.47,4196.03,4246.53,4297.02,0,0,0,3157.39,2880.58,3363.76,3197.11,3497.14,4287.66,4631.78,5248.35,4349.36,3795.32,3289.66,3064.29,2084.77,2084.77,2237.31,2389.86,2491.55,2644.10,2949.18,3000.03,2949.18,2694.94,2389.86,2440.70,5242.16,4965.35,5601.07,5586.97,5988.70,10829.22,11777.00,12494.91,11595.57,6490.26,5679.52,5505.00
R0LJWR,233084.13,9605.66,18188.57,15228.98,43023.21,14653.33,13638.00,17322.80,15338.00,17896.80,19015.60,24501.20,28402.00,23678.40,22774.40,17988.40,17875.20,0,0,0,0,0,2370.59,2263.47,2563.50,2408.10,0,0,0,1055.66,984.50,1260.76,1108.11,1293.35,1693.82,2093.07,2459.28,2007.09,1646.72,1301.93,1284.29,966.11,1016.96,1118.66,1042.38,1245.78,1474.59,1347.47,1550.86,1474.59,1500.02,1296.62,1194.93,2021.77,2001.46,2379.41,2150.49,2539.12,5539.01,5704.01,6573.65,5889.78,3146.73,2598.55,2479.21
R1U04I,230003.20,7112.51,17123.85,10881.47,35117.84,16254.40,13297.60,18846.40,20185.60,22126.40,22827.20,23436.80,23916.80,20692.80,19224.00,15204.80,13990.40,0,0,0,0,0,1797.25,1671.74,1821.76,1821.76,0,0,0,1141.97,935.72,1333.45,1417.14,1563.23,1853.57,1859.60,1956.52,1644.80,1363.31,1072.65,981.89,711.87,610.18,711.87,813.57,915.26,1118.66,1016.96,1118.66,1118.66,1220.35,813.57,711.87,1853.84,1545.90,2045.32,2230.71,2478.49,4769.48,4548.31,4896.93,4585.21,2583.67,1886.21,1693.76
